{'stabilizer.yaw': 130.2550048828125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': 4.456968307495117, 'stabilizer.roll': -64.05655670166016}
{'stabilizer.roll': -61.87289047241211, 'stabilizer.pitch': -0.5501575469970703, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.51411056518555}
{'stabilizer.roll': -61.87141036987305, 'stabilizer.pitch': -0.5489228367805481, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.51076889038086}
{'stabilizer.roll': -61.87525939941406, 'stabilizer.pitch': -0.5507063269615173, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.509159088134766}
{'stabilizer.roll': -61.875186920166016, 'stabilizer.pitch': -0.5501782894134521, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.5082893371582}
{'stabilizer.roll': -61.875850677490234, 'stabilizer.pitch': -0.5502869486808777, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.50968933105469}
{'stabilizer.roll': -61.87425231933594, 'stabilizer.pitch': -0.5522436499595642, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.50917053222656}
{'stabilizer.roll': -61.874717712402344, 'stabilizer.pitch': -0.5547618269920349, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.506351470947266}
{'stabilizer.roll': -61.87721252441406, 'stabilizer.pitch': -0.5527155995368958, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.502750396728516}
{'stabilizer.roll': -61.878841400146484, 'stabilizer.pitch': -0.5509373545646667, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.500404357910156}
{'stabilizer.roll': -61.876869201660156, 'stabilizer.pitch': -0.5507558584213257, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.49690628051758}
{'stabilizer.roll': -61.87594223022461, 'stabilizer.pitch': -0.5513421893119812, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.49391555786133}
{'stabilizer.roll': -61.87405014038086, 'stabilizer.pitch': -0.5545482039451599, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.491554260253906}
{'stabilizer.roll': -61.874855041503906, 'stabilizer.pitch': -0.5536537170410156, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.487186431884766}
{'stabilizer.roll': -61.87682342529297, 'stabilizer.pitch': -0.5544030070304871, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.483604431152344}
{'stabilizer.roll': -61.875179290771484, 'stabilizer.pitch': -0.5502212643623352, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.480106353759766}
{'stabilizer.roll': -61.87480163574219, 'stabilizer.pitch': -0.5485391616821289, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.47984313964844}
{'stabilizer.roll': -61.87325668334961, 'stabilizer.pitch': -0.5480940341949463, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.47278594970703}
{'stabilizer.roll': -61.871604919433594, 'stabilizer.pitch': -0.5512834787368774, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.46687698364258}
{'stabilizer.roll': -61.86804962158203, 'stabilizer.pitch': -0.5515775084495544, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.46629333496094}
{'stabilizer.roll': -61.870262145996094, 'stabilizer.pitch': -0.5515178442001343, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.46390151977539}
{'stabilizer.roll': -61.87491989135742, 'stabilizer.pitch': -0.5518922805786133, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.46195602416992}
{'stabilizer.roll': -61.87369155883789, 'stabilizer.pitch': -0.5518606305122375, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.46263122558594}
{'stabilizer.roll': -61.8719596862793, 'stabilizer.pitch': -0.5516113042831421, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.4608268737793}
{'stabilizer.roll': -61.87164306640625, 'stabilizer.pitch': -0.5504598617553711, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.46025466918945}
{'stabilizer.roll': -61.87247848510742, 'stabilizer.pitch': -0.5549248456954956, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.458866119384766}
{'stabilizer.roll': -61.876155853271484, 'stabilizer.pitch': -0.551639974117279, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.45701599121094}
{'stabilizer.roll': -61.87761306762695, 'stabilizer.pitch': -0.5515555739402771, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.45521545410156}
{'stabilizer.roll': -61.87959289550781, 'stabilizer.pitch': -0.5484988689422607, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.45147705078125}
{'stabilizer.roll': -61.87774658203125, 'stabilizer.pitch': -0.5474726557731628, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.44879150390625}
{'stabilizer.roll': -61.877174377441406, 'stabilizer.pitch': -0.5506898760795593, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.44487380981445}
{'stabilizer.roll': -61.872432708740234, 'stabilizer.pitch': -0.5500107407569885, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.44082260131836}
{'stabilizer.roll': -61.874332427978516, 'stabilizer.pitch': -0.5464552640914917, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.437007904052734}
{'stabilizer.roll': -61.87404251098633, 'stabilizer.pitch': -0.5451455116271973, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.4378776550293}
{'stabilizer.roll': -61.873023986816406, 'stabilizer.pitch': -0.5452502965927124, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.435359954833984}
{'stabilizer.roll': -61.870731353759766, 'stabilizer.pitch': -0.543999195098877, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.43357849121094}
{'stabilizer.roll': -61.871341705322266, 'stabilizer.pitch': -0.5441405773162842, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.43209457397461}
{'stabilizer.roll': -61.8726806640625, 'stabilizer.pitch': -0.5407819151878357, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.428062438964844}
{'stabilizer.roll': -61.87434005737305, 'stabilizer.pitch': -0.5426311492919922, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.425750732421875}
{'stabilizer.roll': -61.874732971191406, 'stabilizer.pitch': -0.5421856641769409, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.42107391357422}
{'stabilizer.roll': -61.87300109863281, 'stabilizer.pitch': -0.5462924242019653, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.421382904052734}
{'stabilizer.roll': -61.869266510009766, 'stabilizer.pitch': -0.5449537038803101, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.41885757446289}
{'stabilizer.roll': -61.86885070800781, 'stabilizer.pitch': -0.5458398461341858, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.41473388671875}
{'stabilizer.roll': -61.86730194091797, 'stabilizer.pitch': -0.5478164553642273, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.41462326049805}
{'stabilizer.roll': -61.868309020996094, 'stabilizer.pitch': -0.5496644377708435, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.41199493408203}
{'stabilizer.roll': -61.867286682128906, 'stabilizer.pitch': -0.549103856086731, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.41335678100586}
{'stabilizer.roll': -61.86552810668945, 'stabilizer.pitch': -0.5516535043716431, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.41106414794922}
{'stabilizer.roll': -61.8663330078125, 'stabilizer.pitch': -0.5515111088752747, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.40612030029297}
{'stabilizer.roll': -61.86710739135742, 'stabilizer.pitch': -0.5542632341384888, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.4010009765625}
{'stabilizer.roll': -61.86592483520508, 'stabilizer.pitch': -0.5542730093002319, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.396244049072266}
{'stabilizer.roll': -61.86396408081055, 'stabilizer.pitch': -0.5537133812904358, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.392913818359375}
{'stabilizer.roll': -61.86452865600586, 'stabilizer.pitch': -0.5518631339073181, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.38881301879883}
{'stabilizer.roll': -61.866180419921875, 'stabilizer.pitch': -0.5517507791519165, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.388648986816406}
{'stabilizer.roll': -61.86431884765625, 'stabilizer.pitch': -0.5512741804122925, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.387672424316406}
{'stabilizer.roll': -61.86506652832031, 'stabilizer.pitch': -0.54932701587677, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.384029388427734}
{'stabilizer.roll': -61.86212158203125, 'stabilizer.pitch': -0.5467416644096375, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.37924575805664}
{'stabilizer.roll': -61.86627960205078, 'stabilizer.pitch': -0.5478269457817078, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.376338958740234}
{'stabilizer.roll': -61.871341705322266, 'stabilizer.pitch': -0.550839900970459, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.37199783325195}
{'stabilizer.roll': -61.86747360229492, 'stabilizer.pitch': -0.5486949682235718, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.37069320678711}
{'stabilizer.roll': -61.86555862426758, 'stabilizer.pitch': -0.5548754930496216, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.371158599853516}
{'stabilizer.roll': -61.88011932373047, 'stabilizer.pitch': -0.5487657785415649, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.363182067871094}
{'stabilizer.roll': -61.86893081665039, 'stabilizer.pitch': -0.5501560568809509, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.36370086669922}
{'stabilizer.roll': -61.8817024230957, 'stabilizer.pitch': -0.5417437553405762, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.355926513671875}
{'stabilizer.roll': -61.88022994995117, 'stabilizer.pitch': -0.5498349666595459, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.359214782714844}
{'stabilizer.roll': -61.88497543334961, 'stabilizer.pitch': -0.5458917021751404, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.34927749633789}
{'stabilizer.roll': -61.8853645324707, 'stabilizer.pitch': -0.5473583340644836, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.34626388549805}
{'stabilizer.roll': -61.87928771972656, 'stabilizer.pitch': -0.548305332660675, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.34922790527344}
{'stabilizer.roll': -61.88161087036133, 'stabilizer.pitch': -0.5471239686012268, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.342864990234375}
{'stabilizer.roll': -61.87776565551758, 'stabilizer.pitch': -0.5474064350128174, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.34318542480469}
{'stabilizer.roll': -61.875125885009766, 'stabilizer.pitch': -0.5442973971366882, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.33468246459961}
{'stabilizer.roll': -61.87828063964844, 'stabilizer.pitch': -0.5533612966537476, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.337684631347656}
{'stabilizer.roll': -61.879844665527344, 'stabilizer.pitch': -0.5506033301353455, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.325687408447266}
{'stabilizer.roll': -61.87904357910156, 'stabilizer.pitch': -0.5560736656188965, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.327720642089844}
{'stabilizer.roll': -61.88356018066406, 'stabilizer.pitch': -0.5553447604179382, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.316165924072266}
{'stabilizer.roll': -61.88322067260742, 'stabilizer.pitch': -0.5590254664421082, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.31333541870117}
{'stabilizer.roll': -61.88066864013672, 'stabilizer.pitch': -0.5556734800338745, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.30762481689453}
{'stabilizer.roll': -61.87987518310547, 'stabilizer.pitch': -0.5550532937049866, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 48.301212310791016}
{'stabilizer.roll': -61.80067825317383, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.78634262084961, 'stabilizer.pitch': -0.48786112666130066}
{'stabilizer.roll': -61.79862594604492, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.786781311035156, 'stabilizer.pitch': -0.4899553060531616}
{'stabilizer.roll': -61.80007553100586, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.78516387939453, 'stabilizer.pitch': -0.49022379517555237}
{'stabilizer.roll': -61.7977180480957, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.781402587890625, 'stabilizer.pitch': -0.4916327893733978}
{'stabilizer.roll': -61.80042266845703, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.78065872192383, 'stabilizer.pitch': -0.4908335208892822}
{'stabilizer.roll': -61.79635238647461, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.781219482421875, 'stabilizer.pitch': -0.4889032244682312}
{'stabilizer.roll': -61.79709243774414, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.77846908569336, 'stabilizer.pitch': -0.487155556678772}
{'stabilizer.roll': -61.80494689941406, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.77915573120117, 'stabilizer.pitch': -0.4828090965747833}
{'stabilizer.roll': -61.8111686706543, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.784454345703125, 'stabilizer.pitch': -0.4849690794944763}
{'stabilizer.roll': -61.8065299987793, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.78203582763672, 'stabilizer.pitch': -0.4880533814430237}
{'stabilizer.roll': -61.81703186035156, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.77059555053711, 'stabilizer.pitch': -0.489210844039917}
{'stabilizer.roll': -61.81663513183594, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.76154327392578, 'stabilizer.pitch': -0.48656031489372253}
{'stabilizer.roll': -61.82036590576172, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.75902557373047, 'stabilizer.pitch': -0.4863874614238739}
{'stabilizer.roll': -61.81846618652344, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.75959396362305, 'stabilizer.pitch': -0.4851299524307251}
{'stabilizer.roll': -61.82083511352539, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.758689880371094, 'stabilizer.pitch': -0.48523852229118347}
{'stabilizer.roll': -61.824134826660156, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.753204345703125, 'stabilizer.pitch': -0.48407337069511414}
{'stabilizer.roll': -61.82034683227539, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.75371170043945, 'stabilizer.pitch': -0.4862057864665985}
{'stabilizer.roll': -61.82221221923828, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.7512321472168, 'stabilizer.pitch': -0.48746877908706665}
{'stabilizer.roll': -61.81791305541992, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.75035095214844, 'stabilizer.pitch': -0.4901678264141083}
{'stabilizer.roll': -61.81622314453125, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.743465423583984, 'stabilizer.pitch': -0.4854608178138733}
{'stabilizer.roll': -61.817386627197266, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.750736236572266, 'stabilizer.pitch': -0.4933386743068695}
{'stabilizer.roll': -61.81931686401367, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.742919921875, 'stabilizer.pitch': -0.487629234790802}
{'stabilizer.roll': -61.82496643066406, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.74243927001953, 'stabilizer.pitch': -0.49240589141845703}
{'stabilizer.roll': -61.823875427246094, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.74238586425781, 'stabilizer.pitch': -0.48957887291908264}
{'stabilizer.roll': -61.82402801513672, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.742027282714844, 'stabilizer.pitch': -0.4925149381160736}
{'stabilizer.roll': -61.824851989746094, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.73847198486328, 'stabilizer.pitch': -0.4915529191493988}
{'stabilizer.roll': -61.82281494140625, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.7384033203125, 'stabilizer.pitch': -0.49123838543891907}
{'stabilizer.roll': -61.82353973388672, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.73059844970703, 'stabilizer.pitch': -0.49150997400283813}
{'stabilizer.roll': -61.82492446899414, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.726806640625, 'stabilizer.pitch': -0.4934186637401581}
{'stabilizer.roll': -61.82379150390625, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.72666549682617, 'stabilizer.pitch': -0.4948214292526245}
{'stabilizer.roll': -61.82741928100586, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.726837158203125, 'stabilizer.pitch': -0.4981875717639923}
{'stabilizer.roll': -61.82831954956055, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.721805572509766, 'stabilizer.pitch': -0.5005326271057129}
{'stabilizer.roll': -61.830810546875, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.71921920776367, 'stabilizer.pitch': -0.5010583996772766}
{'stabilizer.roll': -61.831398010253906, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.71516799926758, 'stabilizer.pitch': -0.5007777214050293}
{'stabilizer.roll': -61.83193588256836, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.71117401123047, 'stabilizer.pitch': -0.5024132132530212}
{'stabilizer.roll': -61.83097457885742, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.70706558227539, 'stabilizer.pitch': -0.5027691721916199}
{'stabilizer.roll': -61.83393859863281, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.70138931274414, 'stabilizer.pitch': -0.5050596594810486}
{'stabilizer.roll': -61.83323669433594, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.698387145996094, 'stabilizer.pitch': -0.504887044429779}
{'stabilizer.roll': -61.834320068359375, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.69540786743164, 'stabilizer.pitch': -0.5027974843978882}
{'stabilizer.roll': -61.83504104614258, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.692386627197266, 'stabilizer.pitch': -0.5012958645820618}
{'stabilizer.roll': -61.83150863647461, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.69059753417969, 'stabilizer.pitch': -0.5016298294067383}
{'stabilizer.roll': -61.83393859863281, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.69132614135742, 'stabilizer.pitch': -0.5042352676391602}
{'stabilizer.roll': -61.8341178894043, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.68630599975586, 'stabilizer.pitch': -0.5024580955505371}
{'stabilizer.roll': -61.83190155029297, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.68711853027344, 'stabilizer.pitch': -0.5043753981590271}
{'stabilizer.roll': -61.83539581298828, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.67890167236328, 'stabilizer.pitch': -0.5068226456642151}
{'stabilizer.roll': -61.83213424682617, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.67894744873047, 'stabilizer.pitch': -0.5090875625610352}
{'stabilizer.roll': -61.83383560180664, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.68000793457031, 'stabilizer.pitch': -0.5093477368354797}
{'stabilizer.roll': -61.83369445800781, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.67675018310547, 'stabilizer.pitch': -0.5101023316383362}
{'stabilizer.roll': -61.832027435302734, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.675621032714844, 'stabilizer.pitch': -0.5100664496421814}
{'stabilizer.roll': -61.82938003540039, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.67148971557617, 'stabilizer.pitch': -0.5073306560516357}
{'stabilizer.roll': -61.82529067993164, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.67159652709961, 'stabilizer.pitch': -0.506370484828949}
{'stabilizer.roll': -61.82891845703125, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.66484069824219, 'stabilizer.pitch': -0.5058046579360962}
{'stabilizer.roll': -61.825069427490234, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.66323471069336, 'stabilizer.pitch': -0.50942462682724}
{'stabilizer.roll': -61.82215118408203, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.66157531738281, 'stabilizer.pitch': -0.5090605616569519}
{'stabilizer.roll': -61.82228088378906, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.654441833496094, 'stabilizer.pitch': -0.5074312686920166}
{'stabilizer.roll': -61.8198127746582, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.65412902832031, 'stabilizer.pitch': -0.5071488618850708}
{'stabilizer.roll': -61.822566986083984, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.65169906616211, 'stabilizer.pitch': -0.50468510389328}
{'stabilizer.roll': -61.82188415527344, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.64955520629883, 'stabilizer.pitch': -0.5061591863632202}
{'stabilizer.roll': -61.82194900512695, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.64643096923828, 'stabilizer.pitch': -0.5060862898826599}
{'stabilizer.roll': -61.82011413574219, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.64210891723633, 'stabilizer.pitch': -0.5063832402229309}
{'stabilizer.roll': -61.81879806518555, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.63471984863281, 'stabilizer.pitch': -0.5055205821990967}
{'stabilizer.roll': -61.81856918334961, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.63306427001953, 'stabilizer.pitch': -0.5058335661888123}
{'stabilizer.roll': -61.81699752807617, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.631591796875, 'stabilizer.pitch': -0.504387617111206}
{'stabilizer.roll': -61.81516647338867, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.62737274169922, 'stabilizer.pitch': -0.5048071146011353}
{'stabilizer.roll': -61.811622619628906, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.62559509277344, 'stabilizer.pitch': -0.5078809857368469}
{'stabilizer.roll': -61.81010818481445, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.6231575012207, 'stabilizer.pitch': -0.5096161961555481}
{'stabilizer.roll': -61.81047821044922, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.616661071777344, 'stabilizer.pitch': -0.5107458829879761}
{'stabilizer.roll': -61.809791564941406, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.61733627319336, 'stabilizer.pitch': -0.5123515725135803}
{'stabilizer.roll': -61.810482025146484, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.614044189453125, 'stabilizer.pitch': -0.5141193270683289}
{'stabilizer.roll': -61.81049728393555, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.613101959228516, 'stabilizer.pitch': -0.509377658367157}
{'stabilizer.roll': -61.80734634399414, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.60821533203125, 'stabilizer.pitch': -0.5134905576705933}
{'stabilizer.roll': -61.80916976928711, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.607666015625, 'stabilizer.pitch': -0.5162859559059143}
{'stabilizer.roll': -61.80931854248047, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.60588073730469, 'stabilizer.pitch': -0.5200894474983215}
{'stabilizer.roll': -61.80900955200195, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.603614807128906, 'stabilizer.pitch': -0.5213479995727539}
{'stabilizer.roll': -61.806087493896484, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.60115432739258, 'stabilizer.pitch': -0.5202426314353943}
{'stabilizer.roll': -61.804630279541016, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.59717559814453, 'stabilizer.pitch': -0.51814866065979}
{'stabilizer.roll': -61.80360412597656, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.59923553466797, 'stabilizer.pitch': -0.518227219581604}
{'stabilizer.roll': -61.806697845458984, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.596961975097656, 'stabilizer.pitch': -0.5178359150886536}
{'stabilizer.roll': -61.80651092529297, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.59025955200195, 'stabilizer.pitch': -0.5159893035888672}
{'stabilizer.roll': -61.80679702758789, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.59111022949219, 'stabilizer.pitch': -0.5128614902496338}
{'stabilizer.roll': -61.823421478271484, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.58309555053711, 'stabilizer.pitch': -0.5208168029785156}
{'stabilizer.roll': -61.820716857910156, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.571842193603516, 'stabilizer.pitch': -0.5194211006164551}
{'stabilizer.roll': -61.8280029296875, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.564876556396484, 'stabilizer.pitch': -0.5145260095596313}
{'stabilizer.roll': -61.82130432128906, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.563629150390625, 'stabilizer.pitch': -0.5171664953231812}
{'stabilizer.roll': -61.82068634033203, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.56564712524414, 'stabilizer.pitch': -0.521567702293396}
{'stabilizer.roll': -61.81203842163086, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.55810546875, 'stabilizer.pitch': -0.5181350111961365}
{'stabilizer.roll': -61.81053161621094, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.56325912475586, 'stabilizer.pitch': -0.518387496471405}
{'stabilizer.roll': -61.800777435302734, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.576202392578125, 'stabilizer.pitch': -0.5238115787506104}
{'stabilizer.roll': -61.8050537109375, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.57527542114258, 'stabilizer.pitch': -0.5249513983726501}
{'stabilizer.roll': -61.799774169921875, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.57564163208008, 'stabilizer.pitch': -0.5237915515899658}
{'stabilizer.roll': -61.80145263671875, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.57258605957031, 'stabilizer.pitch': -0.520625114440918}
{'stabilizer.roll': -61.802764892578125, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.56882095336914, 'stabilizer.pitch': -0.5155277252197266}
{'stabilizer.roll': -61.80250930786133, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.567989349365234, 'stabilizer.pitch': -0.5144227743148804}
{'stabilizer.roll': -61.8011474609375, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.567501068115234, 'stabilizer.pitch': -0.5139521956443787}
{'stabilizer.roll': -61.80147933959961, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.56352996826172, 'stabilizer.pitch': -0.513301432132721}
{'stabilizer.roll': -61.80044174194336, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.555442810058594, 'stabilizer.pitch': -0.5164167881011963}
